Positive_Score,Neutral_Score,Negative_Score,Compound_Score,Sentiment_Label,Original_Comment_Text,Comment_ID
0.155,0.662,0.183,-0.4165,Negative,"I’ve been a Mac fanboy since 1984. So I can fairly be accused of having an unbalanced devotion to Apple. 

But this is just a Mac NUC. Intel’s NUCs came out over ten years ago. 

Is this much more powerful? Hell yes. 

But Windows users are probably not amazed.",UgyyNSKwbRGbm7EixkR4AaABAg
0.022,0.931,0.048,-0.3182,Negative,"You don't turn your watch off, so it can track what you do 24/7. You don't turn your phone off, so it can track what you do 24/7. Apple made the Mac Mini power button inconvenient to reach, so you can just keep it on all the time now.",Ugz7-Gysxhm76L3SOPR4AaABAg
0.0,1.0,0.0,0.0,Neutral,The price unbelievably cheap 😮 for apple,Ugx-37BwAbwkJc7PEWh4AaABAg
0.195,0.805,0.0,0.5574,Positive,Why don’t you flip the Mac mini over. And have the bottom be the top to access the power button easier,UgzjcqtpOr4D-KT520N4AaABAg
0.075,0.821,0.104,-0.1215,Negative,"Nope - Just another overpriced MAC product that invents nothing, Intel NUC have been on sale for years, its a regular NUC Size. And no you are wrong, you can get a NUC that size and MORE powerful (GEEKOM XT12 Pro Mini PC for instance)",UgzO54b1QaIQo8qCAXV4AaABAg
0.145,0.769,0.086,0.7964,Positive,"The weird dude added the Button at the bottom as a simple Psycholology trick to make their users amaze and angry at same time.
The thing is whenever you go to turn it on you will pick it up and raise it above and will always think how amazing this product is and in the meantime you will clean it, thus also caring for it, which you would have never done if the Power button would have been at the top.
However not knowing this you will always Abuse THaT DUDE for why the heck he put it there.

😅",Ugzci68M46Kdom0ZVwN4AaABAg
0.176,0.729,0.095,0.4812,Positive,The hard drive space doesn't matter for me b/c I use external storage (NAS). I think many others are like this as well.,Ugwk9TDzZAfgmCGPYu94AaABAg
0.083,0.917,0.0,0.25,Positive,If apple is able to convince developers into porting their games into mac then this thing would probably even outperform ps5 and xbox,UgxHgslMMN9sAcUjZed4AaABAg
0.073,0.927,0.0,0.3182,Positive,what would be cool for the portability is to hook up the mac mini to an ipad via a usb-c cable or wireless to be used as a display monitor,UgyQ3ghH8VdfrJRnZpt4AaABAg
0.244,0.663,0.093,0.6124,Positive,Great review as always. Just do us a favor and never get into politics on your channel. Don’t want to be disappointed by another tech reviewer.,Ugz0E5ZRQssogCYOxgd4AaABAg
0.199,0.79,0.011,0.9906,Positive,"An m4 pro Mac mini is probably what I’ll end up with but I have a feeling by the time I’ll save up enough cash for one the m4 ultra Mac Studio will come out and overall be more affordable price-performance wise 😂. We’ll see what happens. 

Ideally I’d want it to be capable of 4 displays, but I have 3 rn so at minimum it needs that and 64gb ram (my job is audio and music, I regularly hit 40GB ram with my current intel MacBook Pro) and with the gpu being shared with the ram I’d think it may need more potentially if I want to expand. So maybe 96gb? But 64gb minimum. But it’s definitely looking like it’s time to upgrade. I’ve been using my current laptop for 5 years and it’ll continue to serve as a laptop on the go, but it will not be the computer for my heavy workloads at home. And if it is powerful enough I may ditch my pc desktop or use it as an extra computer or server.",UgwpF7bxyTP6bEOuO994AaABAg
0.0,0.949,0.051,-0.34,Negative,Just realised that you just need this + mouse and keyboard when travelling and editing on the go as you'll most likely be in a hotel that will have a decent large screen to work from. And it would take zero space in a backpack. Crazy.,UgxNqoYxihlZaWsQlOx4AaABAg
0.0,0.76,0.24,-0.6249,Negative,A lot of hotels I've stayed in had the worst TVs known to humankind,UgxNqoYxihlZaWsQlOx4AaABAg.AAYJiy2qrKjAAYNxBFUUm_
0.506,0.494,0.0,0.6249,Positive,portable screens are awesome now,UgxNqoYxihlZaWsQlOx4AaABAg.AAYJiy2qrKjAAYOJNFx3L4
0.268,0.572,0.16,0.4228,Positive,I kinda want to be THAT guy and pair the best value product in the Mac mini with the worst value product in the Apple Vision Pro for working on the go…seems like a match made in heaven…or hell?,UgxNqoYxihlZaWsQlOx4AaABAg.AAYJiy2qrKjAAYPh2z_InK
0.0,0.861,0.139,-0.2732,Negative,"@@_Zaidagreed, cheap TVs to keep costs low that are usually also screwed/locked into place",UgxNqoYxihlZaWsQlOx4AaABAg.AAYJiy2qrKjAAYPwteRwuS
0.0,1.0,0.0,0.0,Neutral,According to laws of this universe nothing takes zero space,UgxNqoYxihlZaWsQlOx4AaABAg.AAYJiy2qrKjAAYPyaMg8LJ
0.0,1.0,0.0,0.0,Neutral,Its smaller than his hands,Ugywrw4bEG4z_KVBN0Z4AaABAg
0.146,0.744,0.109,0.212,Positive,"I think Tim is that guy. How else someone gonna get such ridiculous sh*t approved? I mean, how else??",Ugy2jvXBFHGPoNaeKXB4AaABAg
0.415,0.513,0.073,0.8847,Positive,Good deal and Apple rarely go together.  Hope people take advantage of this and Apple makes more good deals 🎉🎉,UgwZRF-d4JY6H4i-Q-14AaABAg
0.0,0.821,0.179,-0.34,Negative,and very expensive if u need more mem and storage...which is crazy....,Ugw3mzQDDMgFrTZTRaJ4AaABAg
0.142,0.773,0.086,0.3246,Positive,The power button is not a problem. I never switch off my macbook. With the new CPUS you can put them to sleep with super low consumption. I love it connected to a studio display. It works like magic. But you are right. The placement of the button is a bit insane.,UgyGpSgsAxrA-l7uvhJ4AaABAg
0.167,0.833,0.0,0.25,Positive,So you could travel with a Mac mini + Vision Pro........,UgwdmAIXMq-QsCn0YcB4AaABAg
0.0,1.0,0.0,0.0,Neutral,i farted into every mac mini,Ugx8n0NJDc-syp1jgfd4AaABAg
0.0,0.701,0.299,-0.6283,Negative,"I don't care if it's apple, 256 GB for $600 in 2024 is ridiculous",UgxWtz2qPypPQDhWuXt4AaABAg
0.314,0.686,0.0,0.875,Positive,Not the M4 I had in mind.🤣    this kind of looks like single board computer like a Raspberry PI with a nice case.,UgwRsy7TV6CohxBS4M94AaABAg
0.169,0.831,0.0,0.5684,Positive,Would be nice if it could be run 3d design stuff. But we know it wont. Annoyed that i needed a pc and a mac.,UgzMWP-U8hKUdFHocbt4AaABAg
0.0,1.0,0.0,0.0,Neutral,11:16 Apple inc. secret agents eavesdropped behind the translucent partition.,Ugzvb2LYeCvGNWHB6814AaABAg
0.222,0.686,0.092,0.5362,Positive,"I love how he knows for a ""fact"" its a guy. Cant convince him otherwise",UgxUOz1u4xaacyZAEpJ4AaABAg
0.0,0.831,0.169,-0.0572,Negative,They don't want you turning it off.,UgzWVcRu5lhYjPaTumJ4AaABAg
0.076,0.924,0.0,0.101,Positive,Does the power button really matter if you never turn it off and just put it to sleep?,UgwXIUYUzoMLFAKYQ5R4AaABAg
0.153,0.847,0.0,0.1154,Positive,I don’t NEED one. But I do want one.,Ugw6QPbC-iXPL3RxmJl4AaABAg
0.0,1.0,0.0,0.0,Neutral,that power button there is a anti-cat feature,UgysrKYsY-spXdu__aB4AaABAg
0.3,0.7,0.0,0.8211,Positive,I wish we could have powered it all with the USB C only. It would have been a very neat solution for many.,Ugz9srDSgIpqW8OKOh94AaABAg
0.0,0.958,0.042,-0.1759,Negative,"They did it on purpose! In the previous Mac mini , you could add hard disk via the port to the bottom and Mac mini would be at top...now if you add that accessory, you can't switch on or off",UgzW9_ROKcWh0GgtdE54AaABAg
0.191,0.809,0.0,0.891,Positive,"It’s downright diabolical for 1TB of storage to cost an additional $200. 

I listen to Linus talk about this thing the other day and I agree with his assessment. The BASE model is an amazing value for money. The second you add more to this thing it’s just better to get a PC.",UgzHp6fvxv3mtgD5XRB4AaABAg
0.113,0.887,0.0,0.8122,Positive,Let's just be real 250 gigs is not enough for anybody considering the fact you probably are only getting 230 if not 200 gig with Apple and files are just getting bigger and bigger every year but you can get a way better Windows mini gaming PC  That will blow that thing out of the water! 😅,UgyFxBS7eZn6_xLlEZV4AaABAg
0.196,0.75,0.054,0.8996,Positive,"I love Marques's editing so much that I (almost) never find editing errors. Today I found one and want to point it out just for the sake of being super picky. At 8:37 there is a weird audio clipping at the transition. 
That's all, folks. I'll probably watch another hundred videos before catching any editing mistakes so good job

Edit: It clips again at 10:29",UgwaJaPABOuCNrEM5rB4AaABAg
0.089,0.911,0.0,0.3716,Positive,"It still need keyboard mouse monitor to get it work, small is great but would i really take it out of my house with me?  Probably not.",UgznOvvWpsZgUWLkfoR4AaABAg
0.0,1.0,0.0,0.0,Neutral,But... Does it had wallpaper subscription?,UgwShqx-zj1FH4ruUBN4AaABAg
0.0,1.0,0.0,0.0,Neutral,MOVE ON!,UgwShqx-zj1FH4ruUBN4AaABAg.AAYJYk_665_AAYJelbzkCi
0.0,0.938,0.062,-0.0516,Negative,"3:54- that's precisely the point. Many users just leave PC/Mac on standby, so power button just a design afterthought.",UgzChgl4VHNowCYGwtV4AaABAg
0.126,0.743,0.131,-0.0323,Neutral,I never understood how people had issues with forced windows updates until I learned this 😅,UgzChgl4VHNowCYGwtV4AaABAg.AAYJYS6bqf7AAYVpXuFQNl
0.339,0.491,0.17,0.7003,Positive,Then there is that one 😂😂,UgyRCCTJIaR6kqrHDQF4AaABAg
0.117,0.745,0.138,-0.1027,Negative,"Creating one thing that everyone complains about is called a ""lightning rod""... and yea–it's a strategy.",UgzEMCrpjFyDJJaJJst4AaABAg
0.227,0.773,0.0,0.6801,Positive,"The fact that the new M4 Mac Mini is more powerful than their ""pro"" computers is like, what the F Apple?",Ugz_y725yfRlRTb0E5Z4AaABAg
0.0,1.0,0.0,0.0,Neutral,You could get a Gen 4 2TB NVME plus 40Gbit USB C Box for less than 200$,Ugz0PorB0-Yu2td2BlJ4AaABAg
0.0,1.0,0.0,0.0,Neutral,MAKE IT SMALLER! AND MAKE MACBOOKS THINNER!!!!,UgwRGkyZpbrwa7MBjfh4AaABAg
0.0,0.683,0.317,-0.8519,Negative,I hate where the power button is on my M2 Mac Mini - it's my only grievance. That placement though is just ridiculous,UgxRdSMK4H0qABJLW2p4AaABAg
0.0,0.666,0.334,-0.6711,Negative,The iMac was never a good deal and it looks even worse now,UgzIFcs6p2b4XYbCdHl4AaABAg
0.251,0.749,0.0,0.5719,Positive,My dreams are 4 years ago...4 years into the future i will dream about this machine...,UgytVgWx3t_7ltB8yGd4AaABAg
0.116,0.884,0.0,0.4364,Positive,"there are smaller more gaming capable rizen mini computers. if all youre doing is ""facebook scrolling and music streaming"" you shouldnt buy it.",Ugw5pLI_xTcXuIbDrPV4AaABAg
0.296,0.57,0.134,0.9109,Positive,"Not putting back the 3.5mm audio jack but now attached to the iPhone's display is their biggest misopportunity..  
tsk tsk tsk... 

😂😂😂",UgyKfl1rInF-6I4qlf14AaABAg
0.292,0.708,0.0,0.5106,Positive,3:13 kudos to the team for the sound effect,UgymNJjBLYTZ46eL0Vx4AaABAg
0.0,1.0,0.0,0.0,Neutral,Why are people raving about how small the new Mac Mini is?  Have you seen the inside of the previous gen?  The motherboard is half the size of the case.  All Apple did is design a proper case for it.,Ugzwnws4wrnr9fHwO6l4AaABAg
0.264,0.455,0.282,-0.0516,Negative,it better be for that price goddamn,Ugy96-r9y8taEqzLc7d4AaABAg
0.243,0.757,0.0,0.5423,Positive,MKBHD - can you please share the Mac mini full configuration you tested for this video.,UgyLKCit_thHz5h7gd54AaABAg
0.0,1.0,0.0,0.0,Neutral,What!? Apple bought Pixelmator?,UgwVaGzBcN_LEL3Fhvp4AaABAg
0.0,0.884,0.116,-0.3164,Negative,"Moving the power button to the bottom back corner is what allowed them to shrink it!

Seriously, Mini + portable folding monitor = serious mobile editing power",UgxxoHbvyx5JAMt04MZ4AaABAg
0.244,0.756,0.0,0.6369,Positive,which version is best deal for using adobe premiere pro for wedding video editing?,UgxcmT7fIxiCqABhFZF4AaABAg
0.135,0.761,0.104,0.5197,Positive,"I love this thing. But man that power button is driving me insane. I know it doesn't really matter, but no, it kind of does! I won't setup WakeOnLAN, just because Apple thought the machine ""looks cleaner with no power button in sight"". If I cable manage this machine in my setup, the power button literally becomes unreachable.

Still, what an amazing deal.",Ugwg68i8G_POZ0uFlrJ4AaABAg
0.153,0.847,0.0,0.2023,Positive,Power button should have been the Apple logo on the top,UgyszDdCEveHS0JgS7x4AaABAg
0.107,0.893,0.0,0.144,Positive,incredible untill you want bigger harddrive at that point you can buy 2 PC's,Ugze08lUvzkZ_moDTv54AaABAg
0.067,0.933,0.0,0.2846,Positive,I'll be honest. I'm in IT deep down in the Microsoft environment. I never owned a Apple product other than my work iPhone but I'm really intrigued by this little thing.,UgwrqoIu_oGH7r56nNh4AaABAg
0.0,0.896,0.104,-0.2023,Negative,I am seriously undecided whether to retire my MBP M1 13‘’ with the Mac Mini M4 or still go for the MBP M4 but 14‘’ .....,Ugw0vMi15Zsm8w9n6wh4AaABAg
0.0,1.0,0.0,0.0,Neutral,But does it chime when you  turn it on,UgzWQJmmZVecj-iT4SB4AaABAg
0.019,0.967,0.014,-0.0772,Negative,"Don’t defend the power button placement with “oh I don’t turn it off anyways”.  I’ve never used the airbag in my car, doesn’t mean they should move it under the seat.  

First off, you should turn off your computers.  Mac, windows, Linux, your phone, whatever your router/modem runs on, anything that runs some kind of system needs to be at minimum restarted occasionally.  Power it off to let the hardware and software take a break, clear out temporary files, keep your laptop from waking for an update and running in your backpack, keep your desktop from lighting up the screen in the middle of the night for the same reason.  Apple was bad enough putting power buttons on the back, but at least you could reach it without having to pick it up.  

You keep defending this and next Mac update we get will actually remove the power button. Form over function with these people.",UgzAxVHVHvNM5rL2SZZ4AaABAg
0.0,1.0,0.0,0.0,Neutral,Beelink SER series have been in this form factor for years and the power button is in the front.,Ugwx_1NxQV8xCeBGKTZ4AaABAg
0.18,0.82,0.0,0.471,Positive,"It's no conspiracy. I'm the troll working at Apple, who comes up with toxic ideas!",UgxTdufIE-zuIuu0r114AaABAg
0.329,0.671,0.0,0.7089,Positive,It will be a very good deal when it will get Asahi Linux support,UgxliZlkzaw6xo7di3h4AaABAg
0.363,0.637,0.0,0.8126,Positive,Mac mini is nearly perfect. Would have been perfect if it had 512gb base storage,UgxN_dgS4N_ambgxQFF4AaABAg
0.31,0.69,0.0,0.5423,Positive,3:02 to 4:12 well played guy 👏👏👏,Ugy2IMeWHw7aZ2oZZEF4AaABAg
0.256,0.744,0.0,0.7041,Positive,Ahahaha this is good value? 256 gigs of storage for 600 dollars? 1 TB for 1000? Naaah imma pass,UgxJy6iNHumbRTuHt-Z4AaABAg
0.239,0.761,0.0,0.7425,Positive,just connect storage via TB. For 600USD this is pretty much the most powerful device you could buy with so little money,UgxJy6iNHumbRTuHt-Z4AaABAg.AAYJE-_2BLQAAYJSLo6DS9
0.158,0.73,0.112,0.1298,Positive,"I think Apple does something really stupid on purpose like charging the Apple mouse on the bottom, simply to keep people engaged with talking about Apple products.",UgzoFOlhYOF5l3nuWXd4AaABAg
0.217,0.783,0.0,0.3612,Positive,I 1000000% agree with you there MUST be a guy,UgwhD-5PqSIK3sSbCWR4AaABAg
0.0,1.0,0.0,0.0,Neutral,"What Apple wants is for people to always feel that the Mac Mini is fast, and for that, it always needs to be on. There are still many people who turn off their Macs at the end of the day.",Ugw7h44Md0xRB2Jc64J4AaABAg
0.126,0.764,0.11,0.4058,Positive,"Very stylish, utterly impractical and poor design, you are not going to get good airflow, that's true for a lot of ""tiny"" PCs.  But, maybe a Mac M4 chip doesn't run hot. I don't have any Apple products, and I'd love to buy a Mac Mini, but I'm really disappointed it doesn't have a 2.5gb NIC, I promised myself I'd never buy any motherboard or Mini PC without that.  My experience, and that of many others, with USB 2.5gb NICs isn't good.  Upgrades are ludicrously expensive.",UgzQAsRJtcElzpJcKMp4AaABAg
0.161,0.76,0.079,0.4019,Positive,Man if you like to tuck your tech and you get a power outage I'd be annoyed having to pull it out to turn it back on lol,UgwTh5N_C0n6y9mMeUJ4AaABAg
0.211,0.692,0.096,0.4563,Positive,"I just wish Apple computers could do more… I really like the design, it is just a little useless to me.",UgzReosojahDDZtFILl4AaABAg
0.079,0.74,0.182,-0.7829,Negative,I pretty much never ever turn off my Mac Mini. So it doesn't really bother me. But I think it is an obnoxious fetish Apple has of making everything a sleek design. So much that it sometimes becomes stupid.,Ugx_gcIXLC5wT6KVwPN4AaABAg
0.199,0.631,0.17,0.1531,Positive,button power have great place now - mac studio when i included pendrivie is horrible,Ugzcij0v7x6rbJOixjx4AaABAg
0.0,1.0,0.0,0.0,Neutral,Ohh finally... I have been waiting for this video,UgzdWqM5bWQvrxIrFsl4AaABAg
0.344,0.656,0.0,0.8126,Positive,I love your channel...always the first with good reviews. I also want to buy this machine for music production.,UgyVeQ6yUt4m7oVj37J4AaABAg
0.0,0.901,0.099,-0.296,Negative,"Marques: A 5 INCH BY 5 INCH FOOTPRINT

90% of the population: I have no clue how big that might be",UgxD5zDYhQyfC3ryZsV4AaABAg
0.379,0.621,0.0,0.6705,Positive,It fits 331776 times in a football field. Hope that helps.,UgxD5zDYhQyfC3ryZsV4AaABAg.AAYJ7j-1RQzAAYKuwuv_IF
0.0,0.949,0.051,-0.0191,Neutral,"Why? It's a standard way to measure display/gadget sizes, p don't matter if we use metric system for almost anything else",UgxD5zDYhQyfC3ryZsV4AaABAg.AAYJ7j-1RQzAAYL517cLJp
0.237,0.763,0.0,0.4215,Positive,I liked the comparison with the roll of duct tape,UgxD5zDYhQyfC3ryZsV4AaABAg.AAYJ7j-1RQzAAYLKsjkiX4
0.206,0.794,0.0,0.0762,Positive,Conversion isn't that hard my guy.,UgxD5zDYhQyfC3ryZsV4AaABAg.AAYJ7j-1RQzAAYLrGIWFde
0.19,0.81,0.0,0.7056,Positive,@@Tom-ju7pxif you took the time to look up the size of a football field and then do the calculation I really appreciate your commitment to the bit,UgxD5zDYhQyfC3ryZsV4AaABAg.AAYJ7j-1RQzAAYLw9yrwjX
0.315,0.597,0.088,0.7964,Positive,"“there are fans in here, but there are also ports” 😂😅",UgzNBTV2jAl3PuQb3iV4AaABAg
0.0,0.882,0.118,-0.8885,Negative,"I bought the M1 Mini when it first shipped and it was the most buggy MAC I've ever owned and I started with a MAC Classic in 1990. Let them sort out their firmware a bit. That M1 remains a mess after every OS update. They get around to whatever it needs in a few days, but the bluetooth is bad enough to cause you to keep a wired mouse around for when it loses bluetooth and it will. Give it a few months and let them shake it out",UgyvgqK2th2gPyAvovZ4AaABAg
0.117,0.883,0.0,0.5794,Positive,I really want to have the base model for m4 pro. I mainly use for premiere pro and after effects. is it enough? or should I upgrade it with the add ons? PS. been using windows pc lol,UgxYKHptqFYHHAfLPYF4AaABAg
0.636,0.364,0.0,0.5413,Positive,More adorable though,Ugz7ywZd6Qo2OseUBAd4AaABAg
0.15,0.719,0.132,0.0772,Positive,Apple just releases stuff yearly like Call of Duty and that no one needs,UgxJ8Dx8YI9LPZCKFAN4AaABAg
0.07,0.897,0.034,0.5106,Positive,"'Preciate the video. A few comments...

1. Apple has betrayed its past, and made these latest offerings thoroughly un-upgradable.

2. That being said, they are still attractive purchases, except for their 3D render scores vs Intel/AMD counterparts.

3. I think a new workstation design should be a tall version of the Mac Mini / Studio Pro, made with a footprint similar to the Mac Pro towers. However, this one, like those other machines, IS upgradable, complete with PCI slots for graphics boards or whatever else you can snap into one of those. And, its side would be openable, revealing the innards for easy tinkering within. Of course they'll never do it.",UgxD4mhCyIy3GQ9VNI14AaABAg
0.0,1.0,0.0,0.0,Neutral,Who here wants the trashcan back? Make it the new Mac Pro again.,Ugzu5BJPoaC2yold28h4AaABAg
0.325,0.513,0.162,0.4404,Positive,That power button 😂,UgyixJaOfS3JtFp3RZB4AaABAg
0.158,0.749,0.093,0.7935,Positive,"if you'll allow me a little bit of criticism... I think this year you have dwelled way too deep in Apple... where are your reviews of other devices. I know you have some, but they really look like a poor minority when compared to the number of your apple devices videos. Just to suggest something else... the new samsung tablets, the new foldables, like xiaomi's or motorola's... idk. I understand Apple might be the pride of America when talking about computers... but my humble and maybe wrong opinion is... this is starting to be too much. That being said, great video, I might buy it",Ugwdgp62rfh0tpswVTp4AaABAg
0.588,0.412,0.0,0.6908,Positive,I like these sufersaf inspired thumbnail,UgxbdSYVxVvB678YF494AaABAg
0.107,0.893,0.0,0.3818,Positive,I bet someone is going to rip the mini apart and make a power button on top or some companies can make an adpator to have power button on top or side,UgwlBKRlL293iEH3QUZ4AaABAg
0.0,0.748,0.252,-0.6597,Negative,That one annoying thing is a possitive because it can over power any real complaints about their products,UgwPv5C2BGjdsXECNtZ4AaABAg
0.0,0.838,0.162,-0.4019,Negative,"It's insane that you have to lift your computer, to turn it off or on.",UgxLuxbJZ89OpIk8RLd4AaABAg
0.0,1.0,0.0,0.0,Neutral,3:27 Niqqa you are supposed to keep the black side up. There are vents there.,UgyvefmsiAYiA5Dp7MZ4AaABAg
0.345,0.541,0.115,0.5267,Positive,That weird dude at Apple just got well deserved promotion :),UgxqD3v8yi7oK5IhgSt4AaABAg
0.101,0.858,0.041,0.4939,Positive,The base model is a great deal UNTIL you want to add storage. Avoid the apple tax. Buy a TB4/USB4 NVME caddy and get 4tb for the same price of 1tb from Apple. You can use it as the boot drive and get 3000mbs read and write (and upgradable),UgzXj4vMB1vAXAhrXZt4AaABAg
0.0,0.859,0.141,-0.3875,Negative,"Doesnt care you will power this on once, the power button is just a reset switch now.",UgyIq2SPyUYF8JyqsUN4AaABAg
0.171,0.829,0.0,0.8953,Positive,"Hi ! Great video as always ! And perfect timing, since I plan to change my 2017 iMac. Would you say the base model has enough power to do video editing with da Vinci resolve ? (no heavy stuff, I'm still a beginner, but color grading 4K 10bit 256 fps, sound design, basic editing and a few effects) ? Thanks !",UgzHrkaPjr4NnetWRjV4AaABAg
0.237,0.763,0.0,0.4215,Positive,5:45 - nice transition from the Apple content to yours.,UgwaQBqI4lNTF37-8-t4AaABAg
0.057,0.832,0.112,-0.3222,Negative,"699€ in Europe, that is $756. Carry on ripping off Europeans, and we will carry on not buying , so no thanks.",UgzyCLkltKaOAVHpHGR4AaABAg
0.217,0.783,0.0,0.5719,Positive,Anyone have experience editing in DaVinci resolve in this thing yet? Can it handle 5-15mij edits well in 4k,UgxG1nU03NYVvsAiJOZ4AaABAg
0.197,0.803,0.0,0.4019,Positive,It’s not quietly doubling the base ram config they definitely telling everyone,Ugy3t16PyP6lOZC-8zR4AaABAg
0.0,1.0,0.0,0.0,Neutral,some dude at apple doesn't know which way is up,UgzBGzREOaX0vjdhaed4AaABAg
0.225,0.775,0.0,0.4939,Positive,"3:21 that person is my friend cook , full name tim cook",Ugx-EYlcTVMrCElBsuJ4AaABAg
0.243,0.467,0.29,-0.1303,Negative,i love you but not good thumbnail,UgyOGfKw57ejf4Sd5bZ4AaABAg
0.28,0.72,0.0,0.4782,Positive,Making their computers smaller but not the iphones :(,Ugw36sSX3b84ldVMwUV4AaABAg
0.0,1.0,0.0,0.0,Neutral,"Apple's upgrade pricing has always been unreasonably expensive, and probably always will be.",UgzLWW93Y2C1LqD2Gdx4AaABAg
0.0,0.734,0.266,-0.4404,Negative,me watching this on my potato Intel laptop :{,UgyLOT2BIkJAcfAutVd4AaABAg
0.0,0.819,0.181,-0.6249,Negative,"Just waiting for the Mac Mini M4 to get small enough that I can accidentally lose it in my couch cushions... at this rate, 2025?",UgybqfFGWVc020B756p4AaABAg
0.113,0.741,0.146,-0.3287,Negative,"That is not a good deal, that's fleecing. If the base version doesn't fit your needs and upgrading it costs much more than equivalent hardware feature wise, you are just paying a stupid tax to have a logo printed on the top. Who cares if another mini is slightly larger, you are not gaining anything for spending $500 more.",UgweyHYlmcNOH9_fR_F4AaABAg
0.0,1.0,0.0,0.0,Neutral,Pair it with iPad and you have turbo portable computer,UgxaG9aiifqHU3CY1Sp4AaABAg
0.205,0.795,0.0,0.2732,Positive,Which monitor is recommended for this ? I obviously don’t want an apple monitor,UgxNhka8x-PV8NCt7Hd4AaABAg
0.143,0.714,0.143,0.0,Neutral,They are should always be something bad something that can be improved about a product so that the next time when they fix that problem they can actually make people buy the new improved version,UgyZuzrfLdan-VZSdcR4AaABAg
0.237,0.763,0.0,0.4215,Positive,Power button on the bottom is a diabolical prank. Lol,Ugy2gcvCGDfXGcZ43D14AaABAg
0.0,1.0,0.0,0.0,Neutral,MKBHD complementing Apple product in a such long time.,UgySGCIVP_MPTlY5yul4AaABAg
0.568,0.303,0.129,0.7777,Positive,Hahaha that weird dude at apple! Hahaha,Ugz4W8HHzqSRlGz4KvN4AaABAg
0.0,0.96,0.04,-0.5486,Negative,"What does he actually do, I mean he gets a lot of equipment to rest and review, and some of them have to be returned, but some which dont have to be returned how log and where he has to store I mean over the years, he has to store a lot of hardware, its not like he can build another NAS(Network attached storage) for hardware equipment, How do you do it man, Dont tell me you store it in a Drawer in your study!!!",UgziUB07PUV-iJmlc7J4AaABAg
0.326,0.516,0.158,0.7081,Positive,Regarding the power button…just turn the Mac Mini on the side.  Problem solved!  You’re welcome!😂,UgwqhZU9idC_oRYcCgl4AaABAg
0.0,1.0,0.0,0.0,Neutral,Me when I'm in a Apple bootlicking competition and my opponent is Marcus brown,UgzmZ-h982SWh3h2fMJ4AaABAg
0.316,0.684,0.0,0.5707,Positive,Got mine coming tomorrow. New display coming today! Yay,UgyNFT-uhDyy6qIiuql4AaABAg
0.0,0.635,0.365,-0.3182,Negative,That anti video thumbnail though,UgxK_YnLsenz9oraV4N4AaABAg
0.18,0.82,0.0,0.4329,Positive,"Which one do you recommend in 2024?

M2 Pro 16GB or M4 16GB? @mkbhd",UgwPVoEey9d6Qer8GrZ4AaABAg
0.236,0.607,0.157,0.0516,Positive,"Looks nice till you want to upgrade any part like RAM or the drive, then they raper you for the cost.",UgyyM0KRypsW24othaF4AaABAg
0.095,0.807,0.098,-0.0258,Neutral,"yes, there's always that guy. maybe his office is at the corner of all corners of Apple coz he annoys other employees too... 😉",Ugw0PZNyAMeBgiWQ7HZ4AaABAg
0.504,0.496,0.0,0.7964,Positive,"great now include battery with mac mini , :)",UgyBuBOr3zz3V_AX-6Z4AaABAg
0.0,1.0,0.0,0.0,Neutral,Apple TV needs an update,UgxlMSu1OE0wz6Digv94AaABAg
0.123,0.578,0.299,-0.5641,Negative,"Why they only professionally use ,why not game ?😢😢😢",Ugx3fBYN3figIymtVuV4AaABAg
0.193,0.711,0.096,0.4404,Positive,The power button is its private part that turns it on 😂,UgzRO6dsKaTR3HJCZuB4AaABAg
0.219,0.548,0.233,-0.0516,Negative,Pretty stupid they don't offer the Pro with the iMac.,Ugyou1nPTycLtTZPUW14AaABAg
0.0,1.0,0.0,0.0,Neutral,I would be in if it could be powered by usb.,UgypnPCSr_GQa_3oSt14AaABAg
0.0,1.0,0.0,0.0,Neutral,Power button guy is eating popcorn while trolling the world,UgyFh8srJvv_pAH0Vt14AaABAg
0.144,0.856,0.0,0.9053,Positive,"Great video ! Does anybody know ---
if i bought this:
1) can i use My old Monitor from my Pc , ( your basic 24"" acer ) ? 
2) any bluetooth mouse & keyboard ? 
3) western digital external harddrives ?
4) can i hook it to my 40"" tv ?

Thanks to anybody that can answer these questions. 😎🏝️🛶🎣🐟",UgxyjzzG464w63GR5Tl4AaABAg
0.164,0.704,0.132,0.1428,Positive,Marques never saw an NUC before? Why he's so obsessed with the size lol,Ugzpb0ZWKt85LAE2CRB4AaABAg
0.055,0.789,0.156,-0.7263,Negative,"Watching this I kept thinking _""But there's been the Intel NUC?""._ I have one on my desk running my PiHole and other various utilities.

Also, I wouldn't care a lot about the button. Yeah, it's dumb, but I'd get over that really quick.",UgzkSWZlfI7pzC4MdlZ4AaABAg
0.171,0.829,0.0,0.7351,Positive,"Yes, I know, the silicon is likely absolute top notch. Yes, I know, there's also Minisforum who have been knocking it out of the park with the same form factor too. It's just NUC came to me first.",UgzkSWZlfI7pzC4MdlZ4AaABAg.AAYIdN64v0_AAYInjGyLPj
0.18,0.82,0.0,0.296,Positive,the magic mouse is litterly the bigest joke of a mouse,UgykES17ZApqFpXFH754AaABAg
